category,path,name,size
Social Development,incidence-poverty-across-social-groups,Incidence of Poverty across Social Groups,0.015 MB
Labour and Employment,incidence-unemployment-15-years-and-above-age-group-level-education-2004-5-and-2009-10-upss-,Incidence of Unemployment by level of education (in percentage),0.026 MB
Local Government,income-and-expenditure-corporations-during-2000-01-2011-12,Income And Expenditure of Corporations During 2000-01 To 2011-12,0.038 MB
Index of Eight Core Industries,index-eight-core-industries-base-year-2004-05-upto-june-2013,Index of Eight Core Industries: Base Year 2004-05 - Upto June 2013,0.089 MB
Index of Eight Core Industries,index-eight-core-industries-base-year-2004-05-upto-may-2013,Index of Eight Core Industries: Base Year 2004-05 - Upto May 2013,0.092 MB
Economic Survey 2012-13 - Industry and Infrastructure,index-industrial-production,Index of Industrial Production,0.03 MB
Industry,index-industrial-production-annual-averages-2-digit-level,Index of Industrial Production - Annual Averages (2- Digit Level),0.03 MB
Agriculture,index-number-principal-crops,Index Number of production of Principal Crops,0.033 MB
Prices,index-number-wholesale-prices-india-major-groups-groups-sub-groups,Index Number of Wholesale Prices In India By Major Groups / Groups / Sub-Groups,0.019 MB
Economic Survey 2012-13 - Agriculture,index-numbers-agricultural-production,Index Numbers of Agricultural Production,0.03 MB
Economic Survey 2012-13 - Agriculture,index-numbers-area-under-principal-crops,Index Numbers of Area under Principal Crops,0.03 MB
Trade,index-numbers-exports-unit-values-and-quantum-exports,Index Numbers Of Exports Of The Unit Values And Of Quantum Of Exports From 2000-01 To 2011-12,0.03 MB
Economic Survey 2012-13 - Foreign Trade,index-numbers-foreign-trade,Index Numbers of Foreign Trade,0.02 MB
Trade,index-numbers-imports-unit-values-and-quantum-imports-0,Index Numbers Of Imports Of The Unit Values And Of Quantum Of Imports From 2000-01 To 2011-12,0.03 MB
Economic Survey 2012-13 - Prices,index-numbers-wholesale-prices,Index Numbers of Wholesale Prices,0.03 MB
Economic Survey 2012-13 - Prices,index-numbers-wholesale-prices-relative-prices-manufactured-and-agricultural-products,Index Numbers of Wholesale Prices - Relative Prices of Manufactured and Agricultural Products,0.03 MB
Economic Survey 2012-13 - Prices,index-numbers-wholesale-prices-selected-commodities-and-commodity-groups,Index Numbers of Wholesale Prices - Selected Commodities and Commodity Groups,0.03 MB
Economic Survey 2012-13 - Agriculture,index-numbers-yield-principal-crops,Index Numbers of Yield of Principal Crops,0.03 MB
Economy,india-macro-economic-indicators-summary-table,India - Macro-economic Indicators Summary Table,0.092 MB
Films,indian-panorama-2012,Indian Panorama 2012,0.028 MB
Civil Aviation,indian-scheduled-operations-civil-aviation,Indian Aviation Scheduled Operations From 2001-02 To 2011-12,0.021 MB
Economic Survey 2012-13 - External Assistance,indias-external-debt-outstanding-rs-cr,India's External Debt Outstanding (Rs. Cr.),0.08 MB
Economic Survey 2012-13 - External Assistance,indias-external-debt-outstanding-us-mn,India's External Debt Outstanding (US $ Mn.),0.08 MB
Economic Survey 2012-13 - Foreign Trade,indias-share-world-exports-commodity-divisions-and-groups,India's Share in World Exports by Commodity Divisions and Groups,0.05 MB
Power & Energy,indicative-twelfth-five-year-plan-outlay-various-ministriesdepartments-energy-sector,Indicative Twelfth Five Year Plan (2012-17) Outlay in the Energy Sector for the various Ministries/Departments,0.019 MB
Rural Development,indira-awaas-yojana-financial-performance-during-eleventh-plan,Indira Awaas Yojana Financial Performance During Eleventh Plan,0.018 MB
Institute of Bioresources and Sustainable Development Imphal,individualscientistprojectibsdimphal,Individual Scientist Projects with Institute of Bioresources and Sustainable Development Imphal,0.018 MB
Labour and Employment,industrial-disputes,Industrial Disputes,0.029 MB
Labour and Employment,industrial-disputes-causes,Industrial Disputes By Causes,0.025 MB
Labour and Employment,industrial-injuries-factories,Industrial Injuries In Factories,0.037 MB
Labour and Employment,industrial-injuries-mines,Industrial Injuries In Mines,0.023 MB
Industrial Investments,industry-wise-iems-implemented-industrial-undertakings-during-1991-june-2013,Industry wise IEMs Implemented by Industrial Undertakings during August 1991 to June 2013,0.03 MB
Industrial Investment Intentions,industry-wise-investment-proposals-received-industrial-undertakings-during-august-1991-june-,Industry-wise Investment Proposals Received from Industrial Undertakings during August 1991 to June 2013,0.045 MB
PNG Economic and Statistics,industry-wise-offtakes-natural-gas-india-2004-12,Industry-wise Offtakes of Natural Gas in India: 2004-12,0.023 MB
Energy,industry-wise-take-natural-gas,Industry-wise Off-take of Natural Gas,0.021 MB
Health and Family Welfare,infant-mortality-rate%E2%80%94india-and-statesuts,Infant Mortality Rate India and States/UTs during Eleventh Plan,0.018 MB
Family Welfare Statistics,infant-mortality-rate-imr,Infant Mortality Rate India 2011,0.005 MB
Family Welfare Statistics,infant-mortality-rate-imr.1,Infant Mortality Rate India 2011,0.005 MB
National Sample Survey,informal-non-agricultural-enterprises-survey-nss-55th-round-july-1999-june-2000,Informal Non-Agricultural Enterprises Survey: NSS 55th Round : July 1999 - June 2000,0 MB
Energy,installation-griddecentralized-renewable-energy-systemsdevices,Installation Of Off-Grid/Decentralized Renewable Energy Systems/Devices,0.03 MB
Power and Energy,installed-capacity-addition-during-eleventh-plan-mw,Installed Capacity Addition During The Eleventh Plan,0.012 MB
Postal Data,instant-money-order-post-offices,Instant Money Order Post Offices,1.099 MB
Institutional Finance,institution-wise-snapshot-performance-upto-2012-13,Institution-wise Snapshot Performance upto 2012-13,0.023 MB
Power and Energy,inter-regional-flow-power-end-twelfth-plan-period,Inter-Regional Flow of Power - Twelfth Five Year Plan (2012-17),0.019 MB
Power and Energy,inventory-coal-and-lignite-reserves-1-april-2012,Inventory of Coal and Lignite Reserves as on 1 April 2012,0.018 MB
Health,investigators-observations-about-items-pse-awc,Investigators Observations on about Items of PSE (% AWC),0.026 MB
Indian Economy,investment-and-consumption-expenditure-proportion-gdp-constant-2004-05-prices,Investment and Consumption Expenditure as proportion of GDP at constant 2004-05 prices,0.02 MB
Indian Railways,investment-railways-during-11th-plan-twelfth-five-year-plan-document,Investment In Railways During 11th Plan,0.018 MB
Urban Development,investment-requirement-estimates-hpec-water-and-sanitationstorm-water-drainage,Investment Requirement Estimates By High Powered Expert Committee (HPEC) - Water and Sanitation/Storm Water Drainage,0.018 MB
Transport,investment-requirements-indian-airports-during-twelfth-plan,Investment requirements at Indian Airports during the Twelfth Five-Year Plan (2012-17),0.022 MB
Drinking Water,investments-rural-drinking-water-1951%E2%80%932012,Investments In Rural Drinking Water From 1951–2012,0.018 MB
Urban Development,investments-under-jnnurm-water-sanitation,Investments Under JNNURM In Water And Sanitation,0.018 MB
IVFRT,issuance-visa-various-foreign-nationals-against-various-categories-visas-starting-1999-30th-,Issuance of VISA to Various Foreign Nationals against Various Categories of VISAs Starting 1999 up to 30th April 2013,2.296 MB
State Economy,jammu-kashmir-gross-state-domestic-product-factor-cost-constant-prices-1,Jammu & Kashmir Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,jammu-kashmir-gross-state-domestic-product-factor-cost-constant-prices-2,Jammu & Kashmir Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,jammu-kashmir-gross-state-domestic-product-factor-cost-current-prices-1,Jammu & Kashmir Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,jammu-kashmir-gross-state-domestic-product-factor-cost-current-prices-2,Jammu & Kashmir Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,jammu-kashmir-net-state-domestic-product-factor-cost-constant-prices-1,Jammu & Kashmir Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,jammu-kashmir-net-state-domestic-product-factor-cost-constant-prices-2,Jammu & Kashmir Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,jammu-kashmir-net-state-domestic-product-factor-cost-current-prices-1,Jammu & Kashmir Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,jammu-kashmir-net-state-domestic-product-factor-cost-current-prices-2,Jammu & Kashmir Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,jharkhand-gross-state-domestic-product-factor-cost-constant-prices-1,Jharkhand Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,jharkhand-gross-state-domestic-product-factor-cost-constant-prices-2,Jharkhand Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,jharkhand-gross-state-domestic-product-factor-cost-current-prices-1,Jharkhand Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,jharkhand-gross-state-domestic-product-factor-cost-current-prices-2,Jharkhand Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,jharkhand-net-state-domestic-product-factor-cost-constant-prices-1,Jharkhand Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,jharkhand-net-state-domestic-product-factor-cost-constant-prices-2,Jharkhand Net State Domestic Product at factor cost at Constant Prices forthe base year 1993-94,0.003 MB
State Economy,jharkhand-net-state-domestic-product-factor-cost-current-prices-1,Jharkhand Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,jharkhand-net-state-domestic-product-factor-cost-current-prices-2,Jharkhand Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,karnataka-gross-state-domestic-product-factor-cost-constant-prices-1,Karnataka Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,karnataka-gross-state-domestic-product-factor-cost-constant-prices-2,Karnataka Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,karnataka-gross-state-domestic-product-factor-cost-current-prices-1,Karnataka Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,karnataka-gross-state-domestic-product-factor-cost-current-prices-2,Karnataka Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,karnataka-net-state-domestic-product-factor-cost-constant-prices-1,Karnataka Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.003 MB
State Economy,karnataka-net-state-domestic-product-factor-cost-constant-prices-2,Karnataka Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,karnataka-net-state-domestic-product-factor-cost-current-prices-1,Karnataka Net State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.003 MB
State Economy,karnataka-net-state-domestic-product-factor-cost-current-prices-2,Karnataka Net State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,kerala-gross-state-domestic-product-factor-cost-constant-prices-1,Kerala Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.002 MB
State Economy,kerala-gross-state-domestic-product-factor-cost-constant-prices-2,Kerala Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
State Economy,kerala-gross-state-domestic-product-factor-cost-current-prices-1,Kerala Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05,0.002 MB
State Economy,kerala-gross-state-domestic-product-factor-cost-current-prices-2,Kerala Gross State Domestic Product at factor cost at Current Prices for the base year 1993-94,0.003 MB
State Economy,kerala-net-state-domestic-product-factor-cost-constant-prices-1,Kerala Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05,0.002 MB
State Economy,kerala-net-state-domestic-product-factor-cost-constant-prices-2,Kerala Net State Domestic Product at factor cost at Constant Prices for the base year 1993-94,0.003 MB
